Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),0,0,The following administrative acts must be made in writing and (excepting no. 5) require the statement of reasons:,aufenthg,1975
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),1.0,0,the administrative act,aufenthg,1976
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),1.0,a),"denying a passport substitute, a substitute identity document or a residence title or subjecting the same to geographic or time restrictions or to conditions and requirements, or",aufenthg,1977
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),1.0,b),"denying the amendment or rescission of an ancillary provision attaching to the residence title, and",aufenthg,1978
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),2.0,0,"expulsion orders,",aufenthg,1979
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),3.0,0,"deportation orders in accordance with section 58a (1) sentence 1,",aufenthg,1980
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),4.0,0,"deportation warnings,",aufenthg,1981
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),5.0,0,"suspensions of deportation,",aufenthg,1982
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),6.0,0,"geographic residence restrictions in accordance with section 12 (4),",aufenthg,1983
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),7.0,0,"orders under sections 47 and 56,",aufenthg,1984
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),8.0,0,the withdrawal and the revocation of administrative acts in accordance with this Act and,aufenthg,1985
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),9.0,0,"the imposition of a time limit on a ban on entry and residence under section 11. An administrative act denying a residence title or invalidating a residence title is to be accompanied by an explanation, as are decisions on applications for time limits to be applied in accordance with section 11 (1) sentence 3. The explanation informs the foreigner as to the legal remedy available in order to challenge the administrative act, the body with which the corresponding appeal is to be lodged and the deadline to be observed; in other cases the deportation warning is to be included with the aforementioned explanation. (1a) In connection with the issuance of an ICT Card or a Mobile ICT Card, the host entity or host undertaking are to be notified of the following in writing:",aufenthg,1986
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),1.0,0,"the refusal to extend an ICT Card or a Mobile ICT Card,",aufenthg,1987
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),2.0,0,"the withdrawal or revocation of an ICT Card or a Mobile ICT Card,",aufenthg,1988
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),3.0,0,"the refusal to extend a residence title allowing the subsequent immigration of dependants to join holders of an ICT Card or a Mobile ICT Card, or",aufenthg,1989
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(1),4.0,0,the withdrawal or revocation of a residence title allowing the subsequent immigration of dependants to join holders of an ICT Card or a Mobile ICT Card. The notification under sentence 1 nos. 1 and 2 must include the reasons for the decision.,aufenthg,1990
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(2),0,0,Denial and restriction of a visa and passport substitute before the foreigner enters the federal territory does not require any statement of reasons or information on available legal remedies; refusal at the border does not require written form. Formal requirements for the denial of Schengen visas are determined by Regulation (EC) No 810/2009.,aufenthg,1991
7.0,Procedural provisions,0,,77,Written form; exemption from formal requirements,(3),0,0,"Upon application, foreigners are to be provided with a translation of the operative part of the administrative act denying or invalidating the residence title or by means of which a decision is taken to impose a time limit in accordance with section 11 and of the information on available legal remedies, free of charge and in a language which the foreigner understands or which it can be reasonably assumed he or she understands. If another reason exists for the obligation to leave the federal territory, sentence 1 applies accordingly to the deportation warning and the information on available legal remedies which is to be included with this in accordance with subsection (1) sentence 3. The translation may be provided in oral or written form. The foreigner is not entitled to a translation if he or she has entered the federal territory unlawfully or has been expelled on the grounds of a criminal conviction. In the cases referred to in sentence 4, the foreigner is given a standard form containing explanations, which are made available in at least five of the most commonly spoken or understood languages. Sentences 1 to 3 do not apply if the foreigner has not yet entered or has already left the federal territory.",aufenthg,1992
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),0,0,"Residence titles pursuant to section 4 (1) sentence 2 nos. 2 to 4 are issued as stand-alone documents with an electronic storage and processing medium. Upon application, temporary residence permits to be issued in accordance with the Agreement between the European Community and its member states, of the one part, and the Swiss Confederation, of the other, on the free movement of persons of 21 June 1999 (OJ L 114, 30.4.2002, p. 6) are issued as documents with an electronic storage and processing medium. Documents referred to in sentences 1 and 2 contain the following visibly displayed items of information:",aufenthg,1993
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),1.0,0,"surname and given names,",aufenthg,1994
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),2.0,0,"doctoral degree,",aufenthg,1995
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),3.0,0,"photograph,",aufenthg,1996
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),4.0,0,date and place of birth;,aufenthg,1997
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),5.0,0,"address,",aufenthg,1998
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),6.0,0,"start and duration of validity,",aufenthg,1999
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),7.0,0,"place of issue,",aufenthg,2000
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),8.0,0,"type of residence title or right of residence and its legal basis,",aufenthg,2001
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),9.0,0,"issuing authority,",aufenthg,2002
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),10.0,0,"serial number of the appurtenant passport or passport substitute,",aufenthg,2003
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),11.0,0,"duration of validity of the appurtenant passport or passport substitute,",aufenthg,2004
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),12.0,0,"comments,",aufenthg,2005
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),13.0,0,"signature,",aufenthg,2006
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),14.0,0,"serial number,",aufenthg,2007
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),15.0,0,"nationality,",aufenthg,2008
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),16.0,0,"the abbreviation “F” for female, “M” for male or “X” for all other alternatives,",aufenthg,2009
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),17.0,0,"height and eye colour,",aufenthg,2010
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(1),18.0,0,"card access number. Subject to the conditions stipulated in section 48 (2) or (4), a document under sentence 1 may be marked to indicate that it is a substitute identity document and that the personal details contained therein are based on the information furnished by the holder. The signature of the applicant as required by sentence 3 no. 13 must be submitted if he or she is 10 years of age or older at the time of applying for the document. On request, documents referred to in sentences 1 and 2 may, in case of a sex change in accordance with section 45b of the Civil Status Act, be issued with information on the holder’s previous sex, if this was male or female. This information has no further effect in law. For a permanent settlement permit (section 9) or an EU long-term residence permit (section 9a), it is not necessary to provide the information referred to in subsection (1) sentence 3 nos. 10 and 11 if a recognised and valid passport is presented when applying for these residence titles.",aufenthg,2011
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),0,0,A document with an electronic storage and processing medium under subsection (1) contains a machine-readable zone. It may contain only the following visibly displayed information:,aufenthg,2012
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),1.0,0,the abbreviations,aufenthg,2013
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),1.0,a),"“AR” for residence titles of the type referred to in section 4 (1) nos. 2 to 4,",aufenthg,2014
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),1.0,b),"“AS” for residence titles of the type referred to in section 28 sentence 2 of the Ordinance Governing Residence (Aufenthaltsverordnung),",aufenthg,2015
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),2.0,0,"the abbreviation “D” for the Federal Republic of Germany,",aufenthg,2016
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),3.0,0,"the serial number of the residence title which consists of the code number of the foreigners authority and a randomly assigned residence title number and which may contain both numerals and letters,",aufenthg,2017
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),4.0,0,"the date of birth,",aufenthg,2018
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),5.0,0,"the abbreviation “F” for female holders of passport substitutes, “M” for male holders of passport substitutes, or “<” for all other alternatives,",aufenthg,2019
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),6.0,0,"the duration of validity of the residence title or, in the case of a permanent right of residence, the technical period of validity for the use of the card,",aufenthg,2020
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),7.0,0,"the abbreviation of the nationality,",aufenthg,2021
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),8.0,0,"the surname,",aufenthg,2022
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),9.0,0,"the given name or names, 9a.  the version number of the model document,",aufenthg,2023
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),10.0,0,the check digits and,aufenthg,2024
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(2),11.0,0,empty spaces. The serial number and the check digits may not include any information about the holder or indications of such information. Each document is assigned a new serial number.,aufenthg,2025
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),0,0,The electronic storage and processing medium included in the document referred to in subsection (1) contains the following data:,aufenthg,2026
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),1.0,0,"the data stipulated in subsection (1) sentence 3 nos. 1 to 5 and the unique municipality code used in the official list of municipalities,",aufenthg,2027
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),2.0,0,"the data of the machine-readable zone referred to in subsection (2) sentence 2,",aufenthg,2028
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),3.0,0,"ancillary provisions,",aufenthg,2029
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),4.0,0,"two fingerprints, the designation of the fingers used and information on the quality of the prints and",aufenthg,2030
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),5.0,0,"name at birth. Suitable technical and organisational measures as required by Articles 24, 25 and 32 of Regulation (EU) 2016/679 are to be taken to secure the data against unauthorised modification, deletion and retrieval. Fingerprints are taken of persons who are six years of age and older. In applying section 10a (1) sentence 1 of the Act on Identity Cards (Personalausweisgesetz) accordingly, the following data are to be transmitted to and stored on an electronic storage and processing medium in a mobile terminal device at the foreigner’s request:",aufenthg,2031
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),1.0,0,"the data referred to in subsection (1) sentence 3 nos. 1, 2, 4, 5, 15 and subsection (3) sentence 1 no. 5,",aufenthg,2032
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),2.0,0,"the document type,",aufenthg,2033
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),3.0,0,"the date of expiry of the electronic proof of identity,",aufenthg,2034
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),4.0,0,"the abbreviation “D” for the Federal Republic of Germany, and",aufenthg,2035
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(3),5.0,0,the unique municipality code used in the official list of municipalities.,aufenthg,2036
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(4),0,0,"The electronic storage and processing medium of a document referred to in subsection (1) may be designed as a qualified electronic signature creation device pursuant to Article 3 no. 23 of Regulation (EU) No 910/2014 of the European Parliament and of the Council on electronic identification and trust services for electronic transactions in the internal market and repealing Directive 1999/93/EC (OJ L 257, 28.8.2014, p. 73). Certification in accordance with Article 30 of Regulation (EU) No 910/2014 is carried out by the Federal Office for Information Security. The provisions of the Trusted Services Act (Vertrauensdienstegesetz) remain unaffected.",aufenthg,2037
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(5),0,0,"The electronic storage and processing medium of a document referred to in subsection (1) or of a mobile terminal device may also be used for the additional function of an electronic proof of identity. In this respect, section 2 (3) to (7), (10), (12) and (13), section 4 (3), section 7 (3b), (4) and (5), section 10 (1) to (5), (6) sentence 1, (7), (8) sentence 1, and (9), sections 10a, 11 (1) to (5) and (7), section 12 (2) sentence 2, sections 18, 18a, 19 (1), (2) sentences 1 and 2 and (3) to (6), sections 19a, 20 (2) and (3), sections 20a, 21, 21a, 21b, 27 (1) no. 6, (2) and (3), section 32 (1) nos. 5 and 6 with the exception of section 19 (2) stated there, nos. 6a to 8, (2) and (3) and section 33 nos. 1, 2 and 4 of the Act on Identity Cards apply accordingly with the proviso that the foreigners authority takes the place of the identity card authority, and the manufacturer of the documents takes the place of the manufacturer of the identity card. In addition to the data listed in section 18 (3) sentence 2 of the Act on Identity Cards, the ancillary provisions stored in accordance with subsection (3) no. 3 may also be transmitted within the scope of the electronic proof of identity function subject to the requirements of section 18 (4) of the Act on Identity Cards. Subsection (2) sentence 3 applies accordingly with regard to the blocking code and to the blocking characteristics.",aufenthg,2038
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(6),0,0,"The authorities charged with implementing this Act or entrusted with sovereign powers to check identities may use automated means to process the data stored on the chip, with the exception of biometric data, to discharge their statutory duties. If the data cannot be retrieved from the chip, the authorities referred to there may use automated means to process the data contained in the machine-readable zone referred to in subsection (2) sentence 2 to discharge their statutory duties.",aufenthg,2039
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(7),0,0,"Public bodies may process the data stored in the electronic storage and processing medium of a document under subsection (1) with the exception of biometric data, as far as necessary to discharge their respective statutory duties. Both the address stored in the electronic storage and processing medium and the address to be displayed under subsection (1) sentence 3 no. 5 may be changed by the foreigners authorities and other authorities designated by Land law. In derogation from sentence 1, if so stipulated by law or based on law, in order to verify the identity of a holder of an electronic residence title, public bodies may, with the consent of the holder of the electronic residence title,",aufenthg,2040
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(7),1.0,0,"retrieve the data stored in the electronic storage and processing medium of the electronic residence title pursuant to subsection (2) sentence 2 and the data necessary to examine the authenticity of the electronic residence title, as well as the photograph stored in the electronic storage and processing medium, and",aufenthg,2041
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(7),2.0,0,"may, of the data retrieved, only use the photograph, the data referred to in subsection (2) sentence 2 nos. 1, 2, 4, 6, 8, 9 and the data necessary to examine the authenticity of the electronic residence title. In processing the data pursuant to sentence 3, the public body conducting the processing examines the authenticity of the electronic residence title. Of the data retrieved in accordance with sentence 3 no. 1, the data referred to in sentence 3 no. 2 are to be deleted by the public body conducting the processing immediately after it has finished examining the holder’s identity, and the other data are to be deleted immediately after they have been retrieved unless otherwise stipulated by law or on the basis of a law.",aufenthg,2042
7.0,Procedural provisions,0,,78,Documents with an electronic storage and processing medium,(8),0,0,"In the absence of any legal provisions to the contrary, personal data from documents as referred to in subsection (1) may be processed with the help of technical means only by way of the electronic proof of identity as referred to in subsection (5). The same applies to the processing of personal data with the help of a document referred to in subsection (1).",aufenthg,2043
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),0,0,"In derogation from section 78, residence titles as referred to in section 4 (1) sentence 2 nos. 2 to 4 may be issued according to a uniform, model form if the residence title is to be granted to extend the length of residence for no more than one month in order to avoid exceptional hardship. The model form contains the following items of information:",aufenthg,2044
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),1.0,0,"surname and given names of the holder,",aufenthg,2045
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),2.0,0,"duration of validity,",aufenthg,2046
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),3.0,0,"place and date of issue,",aufenthg,2047
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),4.0,0,"type of residence title or right of residence,",aufenthg,2048
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),5.0,0,"issuing authority,",aufenthg,2049
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),6.0,0,"serial number of the appurtenant passport or passport substitute,",aufenthg,2050
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),7.0,0,"comments,",aufenthg,2051
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(1),8.0,0,a photograph. The model form must indicate that the document has been issued in exceptional circumstances.,aufenthg,2052
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),0,0,Forms as referred to in subsection (1) sentence 1 contain a machine-readable zone with the following information:,aufenthg,2053
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),1.0,0,"surname and given names,",aufenthg,2054
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),2.0,0,date of birth;,aufenthg,2055
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),3.0,0,"the abbreviation “F” for female, “M” for male or “<” for all other alternatives,",aufenthg,2056
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),4.0,0,"nationality,",aufenthg,2057
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),5.0,0,"type of residence title,",aufenthg,2058
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),6.0,0,"serial number of the form,",aufenthg,2059
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),7.0,0,"issuing state,",aufenthg,2060
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),8.0,0,"duration of validity,",aufenthg,2061
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),9.0,0,"check digits,",aufenthg,2062
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(2),10.0,0,"empty spaces. On request, if the holder has undergone a sex change in accordance with section 45b of the Civil Status Act, information on the holder’s previous sex may be entered in the machine-readable zone if the holder’s previous sex was male or female. This information has no further effect in law.",aufenthg,2063
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(3),0,0,Public bodies may process the data contained in the machine-readable zone under subsection (2) to discharge their statutory duties.,aufenthg,2064
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),0,0,"The model form for the substitute identity document contains a serial number and a machine-readable zone. In addition to the name of the issuing authority, the place and date of issue, the period or duration of validity, the given names and surname of the holder, residence status and ancillary provisions, the model form may also provide the following items of information on the holder’s identity:",aufenthg,2065
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),1.0,0,date and place of birth;,aufenthg,2066
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),2.0,0,"nationality,",aufenthg,2067
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),3.0,0,"the abbreviation “F” for female, “M” for male or “X” for all other alternatives,",aufenthg,2068
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),4.0,0,"height,",aufenthg,2069
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),5.0,0,"eye colour,",aufenthg,2070
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),6.0,0,"address,",aufenthg,2071
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),7.0,0,"photograph,",aufenthg,2072
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),8.0,0,"personal signature,",aufenthg,2073
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),9.0,0,"two fingerprints,",aufenthg,2074
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(4),10.0,0,"note to the effect that the personal details are based on information furnished by the foreigner. If fingerprints are recorded in accordance with sentence 2 no. 9, they must be incorporated into the substitute identity document on the electronic storage and processing medium following encoding by means of security processes as required by Articles 24, 25 and 32 of Regulation (EU) 2016/679. The same applies where photographs are incorporated in electronic form. Subsections (2) and (3) apply accordingly. Section 78 (1) sentence 4 remains unaffected.",aufenthg,2075
7.0,Procedural provisions,0,,78a,"Forms for residence titles in exceptional cases, substitute identity card document and certificates",(5),0,0,"The certificates referred to in section 60a (4) and section 81 (5) are issued according to a model form which contains a serial number and the Central Foreigners Register number and may be provided with a machine-readable zone. In all other cases, in addition to the permission to pursue an economic activity as referred to in section 81 (5a), the certificate may contain only those data items specified in subsection (4) and a note to the effect that the certificate alone does not satisfy the foreigner’s passport requirement. Subsections (2) and (3) apply accordingly.",aufenthg,2076
7.0,Procedural provisions,0,,79,Decision on residence,(1),0,0,"A decision on the residence of foreigners is reached on the basis of the circumstances which are known in the federal territory and accessible information. The foreigners authority decides whether the conditions specified in section 60 (5) and (7) apply on the basis of the knowledge in its possession and the knowledge accessible in the federal territory and, where necessary in individual cases, the knowledge accessible to the authorities of the Federation outside of the federal territory.",aufenthg,2077
7.0,Procedural provisions,0,,79,Decision on residence,(2),0,0,"If a foreigner who is under investigation on suspicion of having committed a criminal or administrative offence applies for issuance or extension of a residence title, the decision on the residence title is suspended until the attendant proceedings are completed and, in the case of a court ruling, until it is no longer subject to appeal, unless it is possible to reach a decision on the residence title without considering the outcome of the proceedings.",aufenthg,2078
7.0,Procedural provisions,0,,79,Decision on residence,(3),0,0,In cases where a family member applies for a residence title in accordance with section 36a (1) to join a foreigner,aufenthg,2079
7.0,Procedural provisions,0,,79,Decision on residence,(3),1.0,0,"who is the subject of criminal or administrative proceedings on account of one of the offences listed in section 27 (3a),",aufenthg,2080
7.0,Procedural provisions,0,,79,Decision on residence,(3),2.0,0,"who is the subject of criminal proceedings on account of one or several criminal offences listed in section 36a (3) no. 2, or",aufenthg,2081
7.0,Procedural provisions,0,,79,Decision on residence,(3),3.0,0,"who is the subject of proceedings to revoke and withdraw subsidiary protection under section 73b of the Asylum Act, the decision on the residence title under section 36a (1) is suspended until the attendant proceedings are completed and, in the case of a court ruling, until it is no longer subject to appeal, unless it is possible to reach a decision on the residence title under section 36a (1) without considering the outcome of the proceedings. In cases covered by sentence 1 no. 3, if subsidiary protection status is revoked or withdrawn, the proceedings to decide on revoking the foreigner’s residence title in accordance with section 52 (1) sentence 1 no. 4 is relevant.",aufenthg,2082
7.0,Procedural provisions,0,,79,Decision on residence,(4),0,0,"If a foreigner who is under investigation on suspicion of having committed a criminal offence applies for issuance or extension of a temporary suspension of deportation for the purpose of employment, the decision on the temporary suspension of deportation for the purpose of employment is suspended until the attendant proceedings are completed and, in the case of a court ruling, until it is no longer subject to appeal, unless it is possible to reach a decision on the temporary suspension of deportation for the purpose of employment without considering the outcome of the proceedings.",aufenthg,2083
7.0,Procedural provisions,0,,79,Decision on residence,(5),0,0,"If a foreigner against whom legal proceedings are instituted by a public authority applies for a temporary suspension of deportation for the purpose of training, the decision on the temporary suspension of deportation for the purpose of training is suspended until the attendant proceedings are completed and, in the case of a court ruling, until it is no longer subject to appeal, unless it is possible to reach a decision on the temporary suspension of deportation for the purpose of training without considering the outcome of the proceedings.",aufenthg,2084
7.0,Procedural provisions,0,,80,Legal capacity,(1),0,0,"A foreigner who is of age is capable of performing procedural actions pursuant to this Act, provided that he or she would not be legally incapacitated according to the Civil Code or would not require supervision and prior approval in this matter.",aufenthg,2085
7.0,Procedural provisions,0,,80,Legal capacity,(2),0,0,"A minor’s lack of legal capacity does not keep him or her from being denied entry or removed. The same applies to the notice of intention to deport and subsequent deportation to the country of origin, if his or her legal representative is not resident in the federal territory or the latter’s whereabouts in the federal territory are unknown.",aufenthg,2086
7.0,Procedural provisions,0,,80,Legal capacity,(3),0,0,"In applying this Act, the provisions of the Civil Code determine whether a foreigner is regarded as a minor or an adult. If a foreigner is of age under the law of his or her home country, the foreigner’s legal capacity and capacity to contract remain unaffected.",aufenthg,2087
7.0,Procedural provisions,0,,80,Legal capacity,(4),0,0,"The legal representatives of a minor foreigner and any other persons attending to the foreigner in the federal territory in place of the legal representatives are required to file the necessary applications on behalf of the foreigner for issuing and extending the residence title and issuing and extending the passport, passport substitute and substitute identity document.",aufenthg,2088
7.0,Procedural provisions,0,,80,Legal capacity,(5),0,0,"Where the foreigner is under 18 years of age, the persons entitled to the foreigner’s care and custody must consent to any planned stay in accordance with Chapter 2 Divisions 3 and 4.",aufenthg,2089
7.0,Procedural provisions,0,,81,Applying for a residence title,(1),0,0,"In the absence of any provisions to the contrary, a residence title is issued to a foreigner only upon application by said foreigner.",aufenthg,2090
7.0,Procedural provisions,0,,81,Applying for a residence title,(2),0,0,A residence title which may be obtained after entering the federal territory in accordance with the statutory instrument under section 99 (1) no. 2 must be applied for immediately after entry or within the period stipulated in the statutory instrument. The application for a child born in the federal territory who is not to be granted a residence title ex officio is to be filed within six months of birth.,aufenthg,2091
7.0,Procedural provisions,0,,81,Applying for a residence title,(3),0,0,"If a foreigner who is legally resident in the federal territory and does not possess a residence title applies for a residence title, his or her residence is deemed to be permitted up to the time of the decision by the foreigners authority. If the application is filed too late, deportation is deemed to be suspended from the time of application up to the time of the decision by the foreigners authority.",aufenthg,2092
7.0,Procedural provisions,0,,81,Applying for a residence title,(4),0,0,"If a foreigner applies for an extension of his or her residence title or for a different residence title before his or her current residence title expires, the current residence title is deemed to remain in force from the time it expires until the time of the decision by the foreigners authority. This does not apply to visas issued in accordance with section 6 (1). If the application to issue or extend a residence title was filed too late, the foreigners authority may order that the previous residence title remains valid in order to avoid undue hardship.",aufenthg,2093
7.0,Procedural provisions,0,,81,Applying for a residence title,(5),0,0,"The foreigner is to be issued with a certificate confirming the effect of the application (provisional residence document). (5a) In the cases of subsections (3) and (4), the economic activity described in the future residence title for residence pursuant to Chapter 2 Divisions 3 and 4 is deemed to be permitted from the time the document is requested until it is handed over in accordance with section 78 (1) sentence 1. The permission to pursue an economic activity pursuant to sentence 1 is to be included in the certificate referred to in subsection (5).",aufenthg,2094
